DateTimeISO8601,OpType,Concurrency,NodeCount,ConcurrencyCurr,ConcurrencyMean,CountSucc,CountFail,Size,StepDuration[s],DurationSum[s],TPAvg[op/s],TPLast[op/s],BWAvg[MB/s],BWLast[MB/s],DurationAvg[us],DurationMin[us],DurationLoQ[us],DurationMed[us],DurationHiQ[us],DurationMax[us],LatencyAvg[us],LatencyMin[us],LatencyLoQ[us],LatencyMed[us],LatencyHiQ[us],LatencyMax[us]
"2018-10-15T12:47:38,414",CREATE,0,1,0.0,0.0,0,0,0,1.539607658415E9,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T12:49:45,025",CREATE,0,1,0.0,0.0,0,0,0,1.539607785021E9,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T12:50:04,847",CREATE,0,1,0.0,0.0,0,0,0,1.539607804846E9,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T12:50:09,845",CREATE,0,1,0.0,0.0,0,0,0,1.539607809846E9,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T12:50:14,845",CREATE,0,1,0.0,0.0,0,0,0,1.539607814846E9,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T12:50:41,596",CREATE,0,1,0.0,0.0,0,0,0,1.539607841574E9,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T12:50:46,574",CREATE,0,1,0.0,0.0,0,0,0,1.539607846574E9,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T12:55:28,693",CREATE,0,1,0.0,0.0,1,0,10,1.53960812869E9,0.0,6211180.124223602,0.0,6.2111801242236026E7,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T12:55:29,692",CREATE,0,1,0.0,0.0,1,0,10,1.539608129693E9,0.0,6211180.124223602,0.0,6.2111801242236026E7,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T12:55:30,692",CREATE,0,1,0.0,0.0,1,0,10,1.539608130693E9,0.0,6211180.124223602,0.0,6.2111801242236026E7,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T12:55:31,692",CREATE,0,1,0.0,0.0,1,0,10,1.539608131693E9,0.0,6211180.124223602,0.0,6.2111801242236026E7,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T12:55:32,692",CREATE,0,1,0.0,0.0,1,0,10,1.539608132693E9,0.0,6211180.124223602,0.0,6.2111801242236026E7,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T12:55:33,692",CREATE,0,1,0.0,0.0,1,0,10,1.539608133693E9,0.0,6211180.124223602,0.0,6.2111801242236026E7,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T12:55:34,692",CREATE,0,1,0.0,0.0,1,0,10,1.539608134693E9,0.0,6211180.124223602,0.0,6.2111801242236026E7,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T12:55:35,692",CREATE,0,1,0.0,0.0,1,0,10,1.539608135693E9,0.0,6211180.124223602,0.0,6.2111801242236026E7,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T12:55:36,692",CREATE,0,1,0.0,0.0,1,0,10,1.539608136693E9,0.0,6211180.124223602,0.0,6.2111801242236026E7,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T12:55:37,692",CREATE,0,1,0.0,0.0,1,0,10,1.539608137693E9,0.0,6211180.124223602,0.0,6.2111801242236026E7,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
